Text,Label
"Wanted: Mobile App developer Looking for seriously good app developer. Can be a large enterprise or a small company. The app I am looking to develop comprises geo fencing, video calling, premium features and a back end. iOS, Android and partly web app. Recommendations are very welcome! Thanks! #android #ios #mobileappdevelopment #appdevelopment #app #mobileapp",1
"Wanted: Mobile App developer Looking for seriously good app developer. Can be a large enterprise or a small company. The app I am looking to develop comprises geo fencing, video calling, premium features and a back end. iOS, Android and partly web app. Recommendations are very welcome! Thanks! #android #ios #mobileappdevelopment #appdevelopment #app #mobileapp",1
"Today, I'd like to share a couple of personal development/growth insights with all of you that I've recently acquired.The first insight I acquired is a productivity & notetaking system called ""Notion"" that I'd highly recommend to anyone looking to become more organized in their personal and/or professional lives (if not already doing so).I'm still very new to the system, but I've gone through many videos on it and how different people use it (content creators and working professionals), and I've started building out my own.  Additionally, to help incentivize trying/using it, if you're still in school and have access to a school email account (.edu), you can get the Personal Pro access for FREE for as long as you have your school email account.  And, even if you don't have such access, the Personal Pro plan is actually very cheap, and I'd say very worth it.That all aside, if you're interested in learning more about ""Notion,"" I'd suggest that you check out two YouTubers' videos on it to learn more:•  Thomas Frank >>> (https://lnkd.in/eWyATMA)•  Ali Abdaal >>> (https://lnkd.in/ehdx_DZ)The second insight I acquired is the concept of using an ""automated flow system"" for content/information consumption.  This ""system"" is essentially a digital method by which you log and review content and insights you've acquired through watching things on YouTube, reading articles and posts online, or listening to podcasts (as the most common examples).Most if not all of us ""consume"" mass amounts of content/information daily, but I don't know many (including myself) who have an effective method of ""properly"" capturing and reflecting on what we learn; this is a cognitive trap known as ""overconsumption,"" whereby we keep consuming information each day to the point that we retain very little (if any) of most of it, which results in waste of effort and time.  Again, this is where an ""automated flow system"" designed to help us capture and reflect on what we learn/consume would help.And, in order to effectively use such a system, we obviously have to reduce the friction between what it is and how it integrates into our daily lives; enter Ali Abdaal (once again) with the five tools he uses and how he automates them all ""dumping"" into what's known as a ""Second Brain.""That said, Ali would be able to explain this far better than I presently can, so feel free to check out his video (linked below) if you have about 11 mins to spare.And lastly, as always, I wish you all the best in your personal and professional journeys, and I hope you have a great week!!#neverstoplearning #productivity #clearmindclearlife",0
"Looking for recommendations to help develop a membership app for our new development in Sheffield, similar to Black Card Membership.",1
"TOP TECH SKILLS IN 2021 Tech companies, and all organisations in the digital economy, realise that digital skills are vital for employees in the digital era. It is more important than ever that new employees are cross-disciplined and have both hard and soft skills. Whatever the specific job you are interviewing for, recruiters will be looking out for a wider skill set and broader experience in their new graduates. To set yourself apart from the other applicants, you need to have these skills and more, and the job market has gotten more and more competitive.   Programming, Web and App Development  Technical writing Data analysis. Artificial Intelligence (AI) Cybersecurity  You can upskill remotely in the comfort of your own home using free online education sites and apps. Check out some of the free online sites and apps we recommend below: edX - https://www.edx.org/ Coursera - https://www.coursera.org/ Udemy - https://www.udemy.com/ Grasshopper App - https://grasshopper.app/ #professionaldevelopment #cybersecurity #artificialntelligence #dataanalysis #technicalwriting #webdevelopment #appdevelopment",0
"This week I completed a brilliant course by Ariel Weinberger on NestJS - I highly recommend it for anyone interested in moving from the front end to more of a full stack perspective. It gives a brilliant overview of NestJS, and also really helped cement my understanding and use of Typescript. It also manages to cover loads of other useful tech, like validation pipes, TypeORM, Postgres and PGAdmin, security best practices, JWT, and even a bonus app using NestJS with GraphQL! You can see the two apps I built on my portfolio site: https://lnkd.in/dDpCtnULooking forward to building a NestJS back end for my existing front end projects. #fullstackdeveloper #nestjs #typescript #javascriptdeveloper",0
"Hi Network! I'm currently looking for 3 Software Testers. Fully french speaker recommended! My client is based in Brussels and is active in ""Fintech sector"" They develop apps in C#, Java, and Mobile ecosystem. We are looking for a skilled tester and you will do functionnal, manual and automated testing.DUTIES :==> MOBILE TESTING: SETUP (FROM SCRATCH) AND ==>MAINTENANCE==>TEST-AUTOMATION==>API-TESTING==>TEST-COMPLETE (OPTIONNAL)==>Participate in test strategy and design==>Develop and implement test tools==>Create test automation script==>Create test data, write proceduresTechnologies : -REST, SOAP, JSON, XML, JIRA, Confluence, Git, and few more!You have an analytical and critical mind?Problems do not exist, there are only challenges?You enjoy taking initiative and have an eye for detail?This project is for you! Contact me at : 02/ 737 51 60 0491 /39 40 92maxime.m@gentisrecruitment.com",1
"Urgent Requirement for a reputed company, Looking for local talent, who's currently available in Dubai and joining Immediately.UX/ UI DEVELOPERJob Responsibilities·        Work with a small team to design and build software applications to function across multiple platforms·        Produce front-end code and visual comps to create a polished and highly functional user interface with a focus on usability and simplicity of design·        Collaborate with end users of software programs, including various medical professionals and office managers, to determine user needs and adapt programming accordingly·        Ensure software operates ideally across a range of programs and platforms, including Microsoft and Apple products and various mobile operating systems·        Use graphic design software to create branding and logos and incorporate visual elements into programming with the goal of creating a streamlined design and a pleasant but visually simple user interface·        Conduct thorough testing of user interfaces in multiple platforms to ensure all designs render correctly and systems function properly, incorporating feedback from actual potential users as well as members of the design team·        Solve any design or usability issues that arise and anticipate potential future problems so they can be resolved before they impact users·        The UI Developer is proficient in the creative tools needed to create interactive apps for consumers. They must be proficient in:JavaHTML5JavaScript.netObjective-COr whatever the latest computer languages might be. Proficiency in SQL database design is also recommended. Other software commonly used includes:Adobe Creative Suite 6 Master CollectionAxure RPBalsamiq MockupsDreamweaverInVisionOmingrafflePatternryUXPinJob Skills & QualificationsRequired:·        Bachelor’s degree in computer science or information technology·        Minimum of two years working as a professional UI developer·        Strong understanding of front-end coding and development technologies·        Mastery of C++, Java or other programming languageInterested candidates may send their CV's to sunny.raghu49@gmail.com#urgentrequirement #cv #experience #dubai #jobsearch #careers #recruitment #jobopening #resume #hr #jobhunt #recruiting #hiring #jobseeekers #talent",0
"Looking for a bubble.io app developer, can anyone recommend anyone?",1
"For a new mobile app project in the pet care and pet health industry, we are looking for an SEO/SEM Specialist to join our MarCom and Content Writer team and enrich our website and mobile app with new blog posts, guides, and marketing copy.DESCRIPTIONWe are looking for an SEO Manager to coordinate SEO efforts, including onsite and offsite optimization and keyword expansion research. You’ll also oversee paid search campaigns to ensure their success. We are looking for an analytical and perceptive professional who is a skilled communicator and able to collaborate with various teams. Current knowledge of SEO practices and techniques is essential to this role. Your goal will be to ensure that content is search-engine friendly and optimized to increase our company’s profitability.RESPONSIBILITIESDevelop and execute successful SEO strategiesManage a team of SEO SpecialistsConduct keyword research to guide content teamsReview technical SEO issues and recommend fixesOptimize website content, landing pages, and paid search copyDirect off-page optimization projects (e.g. link-building)Collect data and report on traffic, rankings, and other SEO aspectsWork with social media and PPC teams to optimize campaignsKeep abreast of SEO and integrated marketing trendsREQUIREMENTSProven experience as SEO Manager, SEM Manager, or similar roleKnowledge of standard and current SEO practicesKnowledge of HTML/CSSExperience with SEO reportingFamiliarity with relevant tools (MOZ, SEMRUSH, etc) and web analytics tools (e.g. Google Analytics, WebTrends, ASO)Excellent communication skillsStrong organizational and leadership skillsAnalytical mindset with numerical aptitudeBSc/BA in Marketing, Business, or related field.If interested, please send your CV, cover letter, and some samples of your work to: linda@suzakuproductions.com or linda@myfriendapp.com I’m #hiring. Know anyone who might be interested?",0
"Hey Network,I am looking for an iOS/ React Native developer interested in building a small mobile app on AppStore (3-4 screens) for a personal project. They would need to also do some basic backend. I will provide the needed high-fidelity designs and assets.Since everything is remote, location doesn't matter.It will be paid, so can consider it as a side gig/freelance project.Anyone interested, or if has recommendations, please comment/message, and we can discuss further. :D#freelancework #iosdeveloper #developer",1
"Hosted a very interesting meet-up conducted today by Hello Meets, where Rahul Jain, the guest speaker, spoke about How to Choose the Best Tech Stack for Startups.Rahul says, “If you are in a startup, optimize for speedy innovations.”Key Takeaways:·       Use the first principle, i.e., identify the problem/ goal and go with it. It saves time and effort.·       One of the major challenges for early-stage startups is resources.·       High recommendation of the serverless stack over dedicated servers.    Things to Keep in Mind for choosing Frontend Stack for Web:1.    Community2.    Scalability Constraints3.    Language Familiarity To choose between developing a Website or an App first, keep in mind:1.    Frequency Use2.    Native APIs/ Local Data3.    Where are your customers and why?4.    What does the customer prefer using Additional things to look out for:1.    Analytics2.    Customer re-engagement3.    Authentication4.    Crashlytics",0
"Successful developed my first app "" Magical Hand App: Flutter App Development "" ,  it is a recipe app which show trending recipes .""A recipe has no soul . You as the cook must bring soul to the recipe."" Features-:*Help to show trending recipe .*Provide Ingredients Information.*Perfect guide to make exotic dishes .I made this app with the guidance of Ms. Radhika Goswami  .Feeling Grateful as I learned so many new techniques and I am glad that I have made one App. Hope everyone like it, please give your valuable recommendations, looking Forward to develop more such amazing apps.#flutterappdevelopment #flutter #androiddevelopment #appdevelopment #dart #androidstudio #iosdevelopment #google",0
"Looking for solution engineerSolution Architect responsibilities• Introducing and leading overall technical vision for a particular solution.• Contributing on improvements of development practices• Gathering requirements and functional specifications• Providing detailed specifications documents for proposed solutions• Providing strong focus on quality and automation• Assessing the systems architecture currently in place and working with technical staff torecommend solutions to improve it.• Resolving technical problems as they arise.• Providing technical guidance to development teams.• Continually researching current and new technologies and proposing changes where needed.• Assessing the business impact that certain technical choices might have.• Providing updates to stakeholders on product development processes, costs, and budgets.Solution Architect Skills• Proven experience in engineering and software architecture design.• Previous technical management experience.• Expert of coding languages (Go, Python, Java, C, C++).• Sound knowledge of various operating systems and databases.• In-depth knowledge of DevOps Platform tooling (Docker, Git, Jenkins, Ansible, Gradle...)• Exposure to Cloud Solutions (Azure, AWS, Google Cloud)• Working knowledge of CI/CD pipelines using Jenkins• Strong knowledge of Containerized solutions and tooling (Kubernetes, Istio, Rancher, Helm...)• Working knowledge of Automation solution• Security best practices in development, architecture, and configuration• Proficient communication skills.• Strong organizational and leadership skills.Expectations from Panel:Live: should worked on HW based encoders, knowledge on cDVR, software based encoders,ULLVod: Extensive knowledge in Video codecs, knowledge on new codecs, advantages, cost of encodingetc.,CDN: Extensive Knowledge on how CDN works, should have really involved in tuning / optimizing,multi-cdn etc.,M/W: Experience in DRM, playback authorizationClient Apps",1
"We are looking For Account ExecutiveJob Description :-Responsible for helping build up a business by identifying new business prospects, selling product to them, maintain relationships with current clients and build also maintain relationships with new clients.-Stay current with trends and competitors to identify improvements or recommend new products.-Collect and analyze information and prepare data and sales reports.-Responsible for the delivery of sales plan in line with the business objectives of the business.-Actively develop sales through channel expansion and acquisition.-Suggest new services/products and innovative sales techniques.-Leverage regional market intelligence to grow the Company’s business.-Act as a liaison between customers and the Company to resolve enquiries and build / maintain good relations and report with customers, while continuously monitor and improve customer satisfaction level.Requirements :-Minimum Diploma 3 (D3)-Proficiency in English and Mandarin is a must.-Experience in retail and wholesale of Vape Industry is a plus.-Expert in Ms. Office and familiar to operate any software or mobile apps.-Ability to negotiate and understanding of marketing skills.-Self-motivated and goal-oriented, desire to deliver results.-Ability to create and deliver presentations.-Fast learner and quick thinker.-Passionate about sales.-Ability to adapt and grow in a competitive environment.-Have a Driving License A and C is a plus.- Vape user and well known about Vape Industries is a plus.#sales #retail #job #hiring Submit your CV to : recruitment.jvsgroup@gmail.com",0
"Dear All,I’m looking for professionals who can provide services for Android app Development. Does anyone have a recommendation? #AndroidDevelopment #findapro",1
"If you are a Digital Product Designer, you gotta learn how to code. At least enough to understand how software works. HTML and css is a great start, but not enough. Understanding code and software development will help you have the right conversations when ideating and delivering solutions.If you are looking for a place to start learning I can’t recommend Designcode.io enough. What works really well is that it’s full of coding courses taught by a great designer, with a design mindset and approach to it. Not a promotion, I genuinely love his content. #design #designcode #programming #coding #productdesign",0
"Immediate Full time role in CanadaSAP ABAP Consultant at Toronto, ONSkills:-  Experience Required: 5-10 years • Very strong in SAP ABAP • More Than 5 years of SAP ABAP experience, predominantly worked on interfaces, OData services and integration with external system. • Experiencing in building Gateway projects/OData services for the Fiori apps • Experience in researching, recommending, and developing user exits, BADI’s, BTE’s and Enhancement points. • Extensive experience in FRICEW objects • Experience in Object Oriented programming techniques • Should have experience worked on at least 2- 4 projects • At least one project on Support model. • IS Retail is good to have • Experience of the design, concepts, principles and configuration of the end to end Store operation/ MM processes • Ability to work both from a process perspective as well as with the details (for example development)  • Experience of reading and understanding business requirements  • Integration from the SAP ECC software components to other software components, including idoc management and error handling.If you are interested please share your resume at kamal@1pointsys.comAs we ware looking for PR , Citizens or COPR candidates for this role..",0
"Hey, LinkedIn ??We are looking for Middle ReactNative Developer?? Employment 25 hours per week (or Full-time)?? Remote or Kharkiv office?? 2+ years of experience on same position???? Conversational level of EnglishMore details: https://lnkd.in/g7FSqeK? Ongoing projects that use RN: MedTech domain, cashback apps.Guaranteed recommendation bonus ????#parttimejob #reactnative #vacancy #remote #fulltimejob",1
I am looking for recommendations for professionals who can help me with Mobile App design and development for food delivery app.  #mobileappdevelopment #WebDesign #fooddeliveryapp #findapro #androidappdevelopers #iosdevelopers #digitalmarketing #innovation #digital #paymentgateway #gprs #swiggy #zomatoindia #foodpanda,1
"Looking for Flutter Developer - Intern Selected intern's day-to-day responsibilities include:- Work on flutter app with the development team to design, develop and debug flutter applications- Work with the team to manage, optimize and customize flutter applications- Integrate with existing back-end services- Design and implement mobile applications, middleware, and frameworks such as SDK, and develop new features and user-interface for our mobile apps and SDK- Work on live projects Only those candidates can apply who:- Are available for a full time (in-office) internship- Can start the internship by 1st July - 2021 or earlier will be good as well- Are available for a duration of 4 monthsPerks• Certificate• Letter of recommendationCertificate: Will be provided at the end of the InternshipQualifications-BE/B.Tech, MCA, ME/M.Tech, Other CourseStipend  : 8 - 18k / Monthif All will be good in an internship, it will good to start your career.#internship #development",0
"Before the start of the new school year, Microsoft revealed that it is currently working on a new feature for Microsoft Teams that will make communication easier. The feature is currently in development for Teams for iOS and Android though it could come to the software's desktop apps at a later date.For those unfamiliar, suggested replies uses assistive AI to create three recommended responses based on the context of a chat.Take a look...https://lnkd.in/dNYjgFH#adaquest #microsoft #microsoftteams #education #office365 #cybersecurity #security #infosec #network #networksecurity #cloudsecurity #informationsecurity #privacy #cyber #content #microsoft365 #teamsmeetings #meetings #teamscalling #teams #audio #video #voip #cloud #technews #microsofttechnologies #mood #love #tuesdaytransformation #followusformore",1
"APITS215124We are looking for Machine Learning EngineerLocation: StockholmRequirements:·  Have a degree within software engineering or similar field (e.g. computer science and programming) and a strong will to continuously develop your engineering skillset·  Python, spark, azure cloud experience·  Recommender system experience will be highly meriting·  Are a hands-on person, love coding as much as breathing and would like to deploy software engineering practice into machine learning projects·  Experience in developing machine learning products·  Have experience with handling high volume heterogeneous data and good understanding about data storage and data structure would be a big plus·  Have experience in agile environment, team collaboration, data-driven development, reliable and responsible experimentationTools/software:·  Databricks·  Azure·  MLflow",0
"How to raise the adoption rate of #sustainablemobility apps in France? This is the question Cyrille TETOUGUENI and I had the privilege to study while interviewing 30 industry experts, on behalf of BNP Paribas & the Movin'On Connect Community.We noticed 4 Trends affecting greater speed of maas:(TLDR: B2C Maas is a blood bath. Governments should work directly with businesses to solve for distribution with lower CAC:  A G2B2C Franchise Model).1. B2C would be an absolute bloodbath in France due to a highly fragmented competitive landscape of all the mobility players (Tier, Velib, Lime, Bus, Train etc all competing for the same consumer dollars.2. Mobility service providers were expanding horizontally to include multiple transportation options. Eg. Uber listing public transport options (frienemy relationship?). But there was no app that was truly taking care of the customer experience -like Amazon where I could buy a bunch of ticket 'products' with a single payment. 3. Deep linking vs. Deep integration appeared to be a major defensibility mechanism. In ecommerce it was the equivalent of committing to a channel management strategy or simply leaving a affiliate link on someone else's site and developing your own brand.com. The answer is both channels have to be robust to capture as many users as possible! But mobility still very siloed in France. Indicator of a hyper fragmented and newish landscape.4. Data privacy is a major blocker between mobility mash-ups of public transportation x private MSPs. Public transportation actors are reluctant to open up their backdoor to anyone (though in Nordic countries, full business competition is encouraged). For public actors, it appeared that owning the end user was important since the want to demonstrate tax payer value through mobility. Proposed SolutionTo encourage lower CAC (customer aquaition costs) & better UX we recommended a G2B2C Franchise Model - where the public player acted as Franchisor, ie. App + brand owner+standards setting. They licenced out the product to the ""B"": Employers & Residential managers (or a third party who can manage it) in exchange for distribution to their employees/residents, brand equity, data standards, sustainability goals. Like this Gov' could do what they do best: Financing and setting the rules! Without having to worry about distribution. As for biz, it would be cheaper than building on your own app because the gov' contract has the benefit of scale to negotiate lower rates with the tech provider. Biz would also be able to crack the iron wall of public transportation - having access to ticketing back-end here that, so far has been exclusive only to public transport apps making a much more seamless UX for the 30m employees in France. Lastly, it would be a plug and play solution equipped with everything you need to get that tax break. Only 20 pages left of a report and I'm done my MBA!  Looking forward to your feedback here, and thanks to everyone today!",0
"We are Looking for Business Development Executive (IT)Responsibilities and Duties- Identify business opportunities and bring business for website development, software development, app development, digital marketing from prospective international clients;- Maintain relationships with clients by providing support, information, and guidance; researching and recommending new opportunities; recommending profit and service improvements.- Identify improvements by remaining current on industry trends, market activities and competitors;- Prepare reports by collecting, analyzing and summarizing information;- Maintain quality service by establishing and enforcing organization standards;- Contribute to team efforts by accomplishing related results as needed.- Must have strong research & strategic analysis skills;- Interacting with the client to understand project scope & closing the deals;- Act as a bridge between project execution team & client.Qualifications and Skills* Excellent Communication & interpersonal skills* Excellent spoken & written English* Proven marketing skills* Setting targets & achieving* Computer skills* Hard-working & dedicated* Negotiation skillsQualifications: Graduate in any stream#marketing #hiring #jobs #businessdevelopment #opportunities",0
I am looking for recommendations for professionals who can help me with Mobile App design and development.  #mobileappdevelopment #WebDesign #fooddeliveryapp #findapro #androidappdevelopers #iosdevelopers #digitalmarketing #innovation #digital #paymentgateway #appdevelopment #games #onlinegames,1
"You might not have heard about the secure messaging app called ""Wickr"".  ??It is not famous as its counterparts like Telegram or Signal, but it has been an important player in the secure messaging platform for a long time. From the day I began my quest looking for a secure messaging app; Wickr was constantly recommended everywhere. In fact, it is featured in the hacking/thriller TV series Mr. Robot as the messaging platform used by the characters. In real life, it used by general public, journalists, activists and even criminals! Amazon acquiring Wickr is an interesting development. It seems that Amazon is now getting its feet wet in the messaging world too! This would help Wickr to get more popular now that this Tech Giant is running it. Would it be successful in being more popular than Telegram, Signal or Whatsapp? ??#messaging #security #cybersecurity #acquisitions #technology",0
JatApp is looking for a Senior Android developer (New Product)??Main skill-set we are searching for:- exprience in developing mobile apps from scratch;- experience in using web technologies: REST/Websocket;- strong expertise in Kotlin Coroutines;- experience in using Room/Realm/SQLite database;- rediness to write (and learn) UI on Jetpack Compose.DM Dariia https://t.me/dariia_jatapp (telegram) or send your resume to dariia.d@jatapp.bizWant to know more about open vacancies at JatApp? https://jatapp.com/career/Can't wait to see you in our team!P.S. Recommend a candidate and get a bonus up to 2000$! Just fill in the form https://bit.ly/3tyAODd,0
"Hiring #androiddeveloper in #CoimbatoreExperience Range: Hands-on experience of minimum 2 - 4 years in mobile development is a must. Here’s what we’re looking for:- Passionate programmers with expertise in developing applications for Android platform. - Hands-on work experience in #Kotlin.- Experience working with (or having a good understanding of) different mobile development techniques - Native, Hybrid, Cross-Platform.- People who have the ability to judge and recommend appropriate platform choices given context about a particular application.- Have been through the entire lifecycle i.e. from conceptualisation, development to deployment of mobile apps - Passion for writing clean and object oriented code, including good design patterns knowledge- Good to have experience crafting automated unit, integration, functional, and regression tests for Android.- Interest in or experience of Agile Methodologies, such as Extreme Programming (XP) and Scrum.- Ability to work in a variety of client settings and in a team-oriented, collaborative environment. Link to apply :: https://lnkd.in/gDurZvp#androiddevelopment #kotlin #mvvm #twijobs #thoughtworkscoimbatore",0
"Looking to Hire: UX/UI Designer Senior level  Employment type: 2 month contract Location: Remote / North America Job function: Design  At Proviniti we solve complex business problems by designing unique experiences with applied technology that drives value. Our team of designers and technologists work together to create applications, websites, and software that tackle real-world business and everyday problems. We approach projects with the insight and perspective that come with years of experience in user-centered design and development. We specialize in crafting digital products and experiences that are supported by research, brand strategy, clear business objectives, and, of course, user needs.    The opportunity  We’re looking for a talented Senior level UX/UI Designer who loves collaborating with a multidisciplinary team, creates exceptional experiences, and excels at communicating with teammates and clients clearly. This opportunity allows for design across many technology platforms including web, AI, and Blockchain.    Your skills  We’re looking for a Senior level Designer who: Has experience in crafting smart, effective, engaging, and visually appealing user experiences  Will act as the design lead on multidisciplinary teams across multiple projects  Effectively communicates with business leads, researchers, and technologists  Is a strong conceptual thinker, well-organized, and leverages strategic vision  Passion for designing solutions to hard technical problems  Can define both macro/micro user journeys with site maps, journey maps, and user flows  Can create as well as translate schematic wireframes to high fidelity mockups and generate highly persuasive high and low fidelity prototypes  Is skilled at defining best practices and communicating strategic design choices and recommendations to clients and internal teams    To qualify for the role you must have  Bachelor’s degree in UX/UI Design, service design, graphics design, or product design  5+ years of proven experience as a UX/UI Designer or similar role  Strong portfolio of design projects  Experience in the Fintech or transactional space preferred  Experience communicating and interacting with clients  Proficient in Creative Cloud apps, highlight on (Adobe XD, Photoshop, Illustrator) Sketch, InVision, Figma, and other prototyping software  Knowledge of HTML/CSS/JavaScript is a plus    *This role reports to the head or product design  Ideally, you’ll also have  Ability to multitask and work in a fast-paced, collaborative team environment. Understanding of AI and Blockchain space Excellent written and oral communication skills; writing, publishing and conference-level presentation skills a plus #ux #ui #userexperience #jobopportunity #jobopening",0
"Wanna build cool websites or landing pages, but JavaScript always looked too scary? Start your journey today and kickstart your career at Accenture DACH ;-)While there are many great free & paid classes out there, personally, I can recommend Google's Grasshopper app a lot! It has been around for a while now, it's great for beginners and still fun for more advanced new developers. Best of all, the units are short, letting you complete them while waiting for a bus, dozing in the sun... or during a boring meeting ;-)  Check out Grasshopper here: https://bit.ly/2UJfG0x We are looking to hire you - no kidding, I'm looking at you right now! Text me for more info! Or go straight to our job page: https://bit.ly/jobchange21#hiring #career #developers #javascript #learningisfun #salesforce #accenture #YOUarechange #changeAlexander Kettenbach, Stephanie Hänsch, Henry Hess, Christian Deckert, Christian Franke",0
"looking out for an web designer minimum experience of four to five years specialised in web designing and any degree with a good package offered. Web Designer duties and responsibilities of the jobRequiring both technical and creative skills, a Web Designer job description typically includes some of these tasks and duties:Designing engaging and responsive landing pagesIntegrating client CMS programs and data feeds into websitesOptimising sites for maximum speed and scalabilityEmploying industry and design best practice through website build processConducting website testingLiaising with back-end developers to ensure web and app logic is properly integratedEnsuring website function and stability across devices i.e. desktop, mobile, tabletWorking with marketing and research teams to incorporate brand elements and relevant market research findings into websiteProviding internal support and external customer service throughout the build and launch process of the websiteWeb Designer job qualifications and requirementsCertificates, diplomas and degrees can all be cited as ‘preferred’ in a Web Designer job description, and are not essential. It is common for web design candidates to be self-taught, or have completed on-the-job training to develop key skills and gain experience with specialised applications. If a formal qualification is requested, the relevant areas of study are:Web DesignDigital MediaInformation TechnologyScience or Computer ScienceGraphic DesignIt is however critical to list the software and programs that candidates need to be proficient in. Some of these are listed below. Requesting a minimum of three years’ experience is also recommended.HTMLCSSjQueryJavaScriptAdobe Suite – Photoshop, Illustrator, InDesignAPI web integrationExperience in User Experience (UX) and User Interface (UI)",0
"Fast - Accurate - SimpleYou select two out for performance optimization. The temporary malfunction of a crypto app is a good example for fast and simple choice. Look at the trillion dollar smile over night, even if it's a fault signal. The accuracy is not necessary important in client and investor minds because they have low tolerance for consistency in development process, especially, an app could involves a certain number of specialized developers/software engineers. Normally, there's a saying ""numbers lie"".That doesn't mean all crypto app is bad performance or lacking work ethic. Personally, I am not investing into crypto since the born of Bitcoin notice so no recommendation of a secured platform to name here.From analytics background - benchmarking and performance evaluation of the Area Under Curve (AUC) work, this type of malfunction is wild because your (business) model supposes to perform around 95 percentage and above over time. In business statistics, confidence levels of 90/95/99% are frequently used.Typical user requirement would be smooth operation and ""when will I get the minimum viable product (production deployment), how about in two weeks!?""If you're in such project, you should ask ""do you have a lawyer to handle a risk of getting in a lawsuit?""Write your terms and conditions of using the app service carefully.",0
Any #Flutter developer in my connections who is looking for a job change?Any recommendations will be preferred.Immediate joinees preferred.Techskuad services is hiring for a Flutter developerFlutter experience: 2 yearsMobile app development exp:- 3+ yrs (Android/iOS)#job #jobchange #immediatejoiner #hiring #hiringjob # #jobs #mobiledeveloper,1
">> I'm looking for recommendations for professionals who can help me find a Mobile Application Development Team for both IOS & ANDROIDLink me to your app portfolio>> Je recherche professionnels (équipe) pour developper une application mobile pour IOS & ANDROIDLaissez moi savoir votre portfolio d’application développé(s) pour références Reach out to me  #MobileApplicationDevelopment #findapro







    See translation",1
"I am looking for recommendations for professionals who can help me with Web/App Developers on Contract for 6months or more, based on Projects.ReactJS,React Native,Python and backend Automation,Go lang Lead,Java and sprinboot Backend,Python and AWS, RoR (Ruby on Rails),Full Stack 3+ years- Angular, Java Backend, MySQL, Oracle #WebDevelopment #findapro",1
"*We are Hiring* Job Title: Solution/Application ArchitectLocation: MelbourneEmployment Type: Contract Your Company: Manvision is a Global IT Staffing and Recruitment company headquartered in Sydney. We place both Contractors and Permanents on very attractive terms. We are an IT company promoted by senior professionals that have spent several years in the IT Products, Solutions and Staffing Industry.  Job Description:*  Mandatory Skill: a resource to understand the Disaster Recovery, capacity planning, and holistic view of application architecture.*  Understand overall solution architecture & design for systems/applications that are already existing.*  Propose the Target state Architecture and design to migrate the application to a different platform.*  Provide technical leadership through the implementation.*  Conduct code reviews and mentor/direct developers as required*  Assist on consulting/advisory services for customers application remediation journey*  Conducting PoC’s and recommend the right solutions*  Contribute to the business development activities by working on the proposal responses and getting involved in the customer presentations*  Contribute towards the development of IP’s, Assets, solutions and accelerator kits around the service offerings*  Self-motivated person to learn new technologies and industry models and keep themselves up to date. Leverage Wipro’s internal/extended training platform to stay up to date with the industry changes*  Be able to provide thought leadership through sharing technical best practices/insights, publishing articles, whitepapers and participation in select technology forums either internally or externally*  Hands on Microsoft Full Stack Technologies*  Single Page Architecture (SPA) and frameworks like Angular 4, React JS.*  Deep understanding of Architecture and Design Patterns.     *  Deep understanding of Data Architecture, Designing and Implementing Databases*  Experience in Data Migrations, Data Integrations. *  CI/CD, DevOps and agile delivery*   Application & App security knowledge*   Excellent communication skills*   Stakeholder management skills *   Experience in solution and execution of IaaS, PaaS, SaaS-based deployments etc.*   Multi PaaS platform experience – AWS, Azure, GCP*   Working knowledge in Cloud resources - Storage, Networking, Security, Identity, Management.*   Migration legacy applications to Cloud*   Deep understanding of cloud computing technologies, business drivers, emerging trends*   Cloud Native Architectures, Cloud foundry, serverless architectures   If you are looking for a perfect Job change, please send us your resumes through careers@manvision.netOr Contact us via 0451 750 428 / 0420 520 000",0
"Hello Connections,Excited to share something with you today!""Great things in business are never done by one person.They're done by a people of team"".With the top rated team of Web & Mobile app developers,We are looking for freelancing work in #WebDevelopment, #AppDevelopment, #Shopify, #Wordpress, #AndroidAppDevelopment #NativeAppDevelopment #Codeigniter #OpenCart #WordpressSo,feel free to drop your inquiry for any freelancing work (task/project base). Or Email: info@anjani-infotech.comThanks in AdvanceNishant.(Please don't forget to recommend or comment for better reach)#CIDevelopers #AndroidDevelopers #WebDevelopers #AppDevelopers #WebsiteExperts #EcommerceExpert #ShopifyDeveloper #ECommerceStoreDevelopment.",1
"One of our business partner is looking for candidates of below positions. The company is based in Singapore with Chinese owner, all candidates must be able to speak Mandarin, all work documents will be in Chinese. Company can help candidates to obtain Singapore Permanent Residence status once passed the probation period (3 months).??IT???????7?????????????????????????????????????????????????????   Android Developer    Digital Marketing Manager ???????   Senior Golang API Developer ?Urgent hiring &??????   Senior Golang Developer ???????   Senior iOS Developer ???????   PMM-competitive Intelligence ?????????   Product Manager(In-app Advertising Monetization) ?????????   Senior Product Manager for Data Analytic ???????   If you are interested or have any friends to recommend, please kindly contact us via:??????????????????????????????????????audrey.liu@smartlinkglobal.com season.wang@smartlinkglobal.com",0
